id,State,Blockname,TreatYear,Treatment,Dosage,DistanceKm,Acres,T,T1,T2,T3,T4,C,C1,C2,C3,C4
33,OH,OH_Delaware_MD,2014,MD,6g,40.2,1656,0.99,0.46,0.97,0.56,0.01,0.03,2.87,0.17,2.36,5.27
34,OH,OH_Dunkirk_MD,2014,MD,6g,50.7,37267,0.99,0.97,0.36,0.83,0.94,0.02,0.08,1.90,0.51,0.19
35,OH,OH_Fairfield_A_MD,2014,MD,6g,66,17606,0.95,0.97,0.52,0.81,0.86,0.58,0.29,6.51,4.38,1.48
36,OH,OH_Fairfield_B_MD,2014,MD,15g,62.5,971,0.98,1,0.84,0.98,1,0.68,0.11,6.82,1.58,0
37,OH,OH_Fairfield_C_MD,2014,MD,6g,56.5,206,0.89,0.05,0.92,0.75,0.99,0.54,5.61,0.43,6.06,0.05
38,OH,OH_Franklin_AB_MD,2014,MD,6g,49.4,11674,0.99,0.98,0.82,0.92,0.94,0.29,0.31,3.46,1.50,1.20
39,OH,OH_Franklin_C_MD,2014,MD,6g,50.9,7640,0.62,0.69,0.63,0.30,-0.05,1.36,1.14,1.33,2.53,3.80
40,OH,OH_Franklin_D_MD,2014,MD,15g,52.2,4094,0.91,0.98,0.93,0.98,0.58,0.95,0.24,0.77,0.23,4.66
41,OH,OH_Franklin_E_MD,2014,MD,6g,55,20787,0.97,0.93,0.78,0.83,0.68,0.31,0.62,1.94,1.50,2.86
42,OH,OH_Gahanna_MD,2014,MD,6g,39.5,804,0.46,0.87,0.21,0.82,0.15,0.86,0.21,1.26,0.29,1.35
43,OH,OH_Glouster_NPV2,2014,NPV,5x10^12,65.7,969,0,0.98,0.88,0.99,1,12.81,0.31,1.50,0.10,0
44,OH,OH_Iuka_NPV,2014,NPV-MD,5x10^12,51.8,23,,,,,,,,,,
45,OH,OH_Marion East_BTK,2014,Btk-MD,24BIUx1,28.2,20,-0.09,-11.81,0.77,0.81,0.98,44,518.79,9.32,7.62,0.84
46,OH,OH_Marion East_MD,2014,MD,6g,28.7,904,-1.03,-8.58,0.54,0.83,0.74,24.57,116.06,5.57,2.02,3.19
47,OH,OH_Mineral_BTK2,2014,Btk,24BIUx2,86.6,793,0.97,0.99,1,1,1,2.31,0.46,0,0.19,0.14
48,OH,OH_Monnett_1_MD,2014,MD,6g,28.3,451,0.81,0.93,0.98,0.85,0.40,0.46,0.17,0.05,0.35,1.42
49,OH,OH_Monnett_2_MD,2014,MD,6g,25.5,837,0.79,0.25,0.97,0.95,0.96,0.89,3.20,0.13,0.22,0.18
50,OH,OH_Mount Blanchard_MD,2014,MD,6g,35,612,0.81,1,0.81,-0.39,0.82,0.26,0,0.26,1.94,0.25
51,OH,OH_Mulga_MD,2014,MD,6g,107.2,4725,1,0.98,0.99,0.95,0.80,0,0.18,0.04,0.40,2.26
52,OH,OH_Nevada_MD,2014,MD,6g,34.7,1211,0.65,0.83,0.98,0.90,0.91,0.82,0.40,0.05,0.24,0.20
53,OH,OH_New Straitsville_A_BTK,2014,Btk-MD,24BIUx1,58.6,835,0.99,0.98,0.94,0.99,1,0.13,0.33,0.94,0.09,0.04
54,OH,OH_New Straitsville_B_BTK,2014,Btk-MD,24BIUx1,62,825,0.98,0.93,0.94,1,0.98,0.25,0.74,0.69,0,0.25
55,OH,OH_New Straitsville_MD,2014,MD,15g,60.5,32161,0.86,0.95,0.77,0.82,0.95,0.70,0.27,1.14,0.91,0.28
56,OH,OH_New_Carlisle_BTK2,2014,Btk,24BIUx2,129,218,0.87,0.94,1,1,1,8.33,1.72,0,,
57,OH,OH_Noe_Bixby_MD,2014,MD,15g,45.1,1062,0.99,0.96,0.65,0.70,-3.72,0.06,0.19,1.82,1.53,24.45
58,OH,OH_Prospect_MD,2014,MD,6g,46.4,624,1,-7.59,1,0.69,0.96,0,20.50,0,0.74,0.10
59,OH,OH_Rio Grande_BTK,2014,Btk-MD,24BIUx1,106.2,127,1,1,0.90,0.93,1,0,0,4.13,3.03,0
60,OH,OH_Rio Grande_MD,2014,MD,6g,106.3,459,0.99,1,0.82,0.90,1,0.38,0,3.73,2.03,0
61,OH,OH_Sharon_Heights_NPV,2014,NPV-MD,5x10^12,50.7,109,0.99,0.99,0.99,1,0.96,0.41,0.72,0.26,0,2.08
62,OH,OH_Silver Creek_MD,2014,MD,6g,76.7,7086,0.86,0.43,-0.32,0.99,0.51,0.16,0.74,1.96,0.02,0.58
63,OH,OH_Sycamore_BTK2,2014,Btk,24BIUx2,18.6,211,0.92,1,1,1,0.88,0.94,0.01,0.02,0.05,1.46
64,OH,OH_Tanager_Woods_MD,2014,MD,6g,42.3,442,-0.18,0.96,-7.94,-2.23,0.97,2.85,0.10,21.62,7.82,0.07
65,OH,OH_Upper Sandusky_MD,2014,MD,6g,37.4,1237,0.73,-32.43,-0.06,0.06,0.96,0.52,63.38,2.02,1.78,0.08
66,OH,OH_Worthington_Hills_NPV,2014,NPV-MD,5x10^12,49.8,106,1,1,0.99,0.97,0.98,0.17,0.08,2.09,5.66,2.55
67,OH,Oak_Openings_NPV2,2014,NPV,5x10^12,-28.8,498,,,,,,,,,,
68,VA,Study Plot 1,2014,MD,6g,-150.5,125,,,,,,,,,,
69,VA,Study Plot 2,2014,MD,6g,-152.3,124,,,,,,,,,,
70,VA,VA_Bell Spur,2014,MD,6g,-10.3,793,1,0.97,0.85,0.80,0.80,0,0.26,1.28,1.75,1.70
71,VA,VA_Blue Ridge,2014,MD,6g,-23.9,9395,0.82,0.57,0.72,0.61,0.26,0.18,0.45,0.30,0.41,0.78
72,VA,VA_Blue Ridge_B,2014,MD,15g,-25.3,8906,0.97,0.92,0.86,0.75,0.34,0.06,0.13,0.25,0.44,1.17
73,VA,VA_Suffolk,2014,MD,15g,54.2,24266,0.90,0.70,0.64,0.61,-0.62,0.76,2.24,2.69,2.89,11.95
74,VA,VA_Suffolk_B,2014,MD,6g,53.8,9828,-4.49,0.67,-1.08,-2.74,-8.39,2.01,0.12,0.76,1.37,3.44
75,VA,VA_Suffolk_C,2014,MD,15g,53.3,2708,0.84,0.99,0.92,0.93,0.93,0.40,0.03,0.22,0.18,0.17
76,VA,VA_Walker Mountain,2014,MD,15g,-20.6,5687,0.95,0.72,0.68,0.30,-0.15,0.09,0.49,0.56,1.23,2.03
77,VA,VA_Walker Mountain_A,2014,MD,6g,-20.1,1985,0.98,0.68,0.76,0.23,-0.02,0.02,0.30,0.23,0.73,0.98
78,VA,VA_Walker Mountain_C,2014,MD,6g,-13.7,3800,0.86,0.58,0.74,0.26,-0.42,0.23,0.67,0.42,1.20,2.29
79,WI,Barron1,2014,Btk,24BIUx2,36.6,864,0.76,0.97,0.67,-0.98,-2.68,0.56,0.07,0.75,4.54,8.43
80,WI,Barron2,2014,Btk,24BIUx2,59.9,903,0.59,0.52,0.89,0.72,-0.32,1.38,1.61,0.36,0.95,4.48
81,WI,Bayfield1,2014,Btk,24BIUx1,-4.5,364,0.80,0.80,0.85,0.90,0.83,1.64,1.70,1.29,0.83,1.37
82,WI,Chippewa1,2014,MD,6g,16.9,13130,0.89,0.60,0.65,0.51,0.89,0.23,0.83,0.73,1.03,0.23
83,WI,Crawford1,2014,MD,6g,14.3,2225,0.86,0.95,0.77,0.20,-0.20,0.48,0.19,0.79,2.77,4.14
84,WI,Crawford2,2014,MD,6g,10,2652,1,0.90,0.79,0.58,0.36,0,0.22,0.44,0.91,1.38
85,WI,Douglas1,2014,Btk,24BIUx2,-1.6,369,0.93,0.72,0.79,0.79,0.53,0.08,0.30,0.23,0.24,0.51
86,WI,Douglas10,2014,MD,15g,15.4,3447,0.89,0.97,0.89,0.11,0.45,0.16,0.05,0.16,1.27,0.78
87,WI,Douglas11,2014,MD,6g,18.6,6448,0.87,0.93,0.78,0.10,0.57,0.19,0.10,0.32,1.34,0.64
88,WI,Douglas2,2014,Btk,24BIUx2,4.5,1304,0.92,0.94,0.99,0.98,0.98,0.69,0.54,0.07,0.19,0.15
89,WI,Douglas3,2014,Btk,24BIUx2,9,963,0.99,0.99,0.98,0.99,0.99,0.13,0.12,0.40,0.22,0.17
90,WI,Dunn1,2014,Btk,24BIUx2,41.1,432,1,0.87,0.92,0.99,1,0,2.10,1.33,0.23,0
91,WI,Dunn10,2014,MD,6g,19.9,16659,0.79,0.50,0.98,0.68,0.79,0.69,1.60,0.05,1.01,0.66
92,WI,Dunn11,2014,MD,6g,33.4,3855,0.98,0.94,0.80,0.89,0.99,0.10,0.27,0.92,0.49,0.05
93,WI,Dunn2,2014,Btk-MD,24BIUx2,19,1220,0.98,0.60,1,0.80,0.98,0.20,3.27,0.02,1.68,0.18
94,WI,Dunn3,2014,Btk,24BIUx2,30.6,632,-5.01,0.99,0.99,0.89,0.92,39.43,0.07,0.04,0.74,0.55
95,WI,EauClaire1,2014,Btk,24BIUx2,-14.2,469,0.97,0.75,0.44,0.57,0.24,0.15,1.54,3.38,2.61,4.62
96,WI,EauClaire10,2014,NPV,5x10^11,-26.4,522,0.63,0.99,0.99,0.82,0.88,4.93,0.15,0.15,2.36,1.62
97,WI,EauClaire2,2014,NPV,5x10^11,-31.7,471,0.71,0.82,0.96,,,3.92,2.46,0.52,,
98,WI,EauClaire3,2014,MD,6g,8.7,3021,0.86,0.97,0.79,0.82,0.86,0.84,0.19,1.23,1.08,0.86
99,WI,EauClaire4,2014,NPV,5x10^11,-11.3,237,0.39,0.86,0.95,0.75,0.68,1.77,0.40,0.14,0.71,0.93
100,WI,EauClaire5,2014,NPV,5x10^11,-47.4,523,0.79,,,,,2.11,,,,
101,WI,EauClaire6,2014,NPV,5x10^11,-19.5,488,0.69,1,1,0.97,0.99,7.52,0.04,0.10,0.72,0.22
102,WI,EauClaire7,2014,NPV,5x10^11,-32.5,660,0.83,0.83,0.97,0.96,,2.56,2.55,0.52,0.53,
103,WI,EauClaire8,2014,NPV,5x10^11,-33.5,474,0.82,0.91,,0.91,,1.85,0.91,,0.91,
104,WI,EauClaire9,2014,NPV,5x10^11,-27.7,462,0.80,0.97,1,0.92,,4.04,0.51,0.04,1.56,
105,WI,Grant1,2014,Btk-MD,24BIUx1,-4.6,715,1,0.99,0.92,0.97,0.95,0.01,0.08,0.58,0.27,0.36
106,WI,Grant10,2014,MD,15g,2,7859,0.95,0.95,0.90,0.89,0.70,0.29,0.31,0.59,0.64,1.84
107,WI,Grant11,2014,MD,6g,-7.7,5195,0.89,0.38,0.97,0.87,0.81,0.13,0.75,0.04,0.16,0.23
108,WI,Grant12,2014,MD,6g,0.9,29062,1,0.93,0.89,0.90,0.83,0.02,0.28,0.45,0.40,0.65
109,WI,Grant13,2014,MD,15g,3.2,3167,1,0.96,0.81,0.82,0.77,0,0.33,1.36,1.34,1.66
110,WI,Green1,2014,Btk,24BIUx1,-38.7,424,0.27,0.47,0.41,-0.76,,1.12,0.82,0.90,2.70,
111,WI,Green2,2014,Btk,24BIUx1,-35.5,460,0.69,0.65,0.80,0.89,0.63,1.57,1.81,1.02,0.59,1.90
112,WI,Iowa11,2014,MD,6g,3.6,10137,0.33,0.90,0.80,0.65,0.69,2.69,0.40,0.79,1.40,1.26
113,WI,Jackson1,2014,Btk,24BIUx2,-28.6,104,0.94,0.96,0.88,0.82,0.94,0.64,0.42,1.20,1.89,0.65
114,WI,Jackson2,2014,Btk,24BIUx2,-25.5,92,0.94,0.87,0.76,0.44,0.80,0.25,0.51,0.91,2.11,0.74
115,WI,Jackson3,2014,Btk,24BIUx1,-32.2,861,0.97,0.77,0.85,0.88,0.90,0.25,2.21,1.42,1.18,0.97
116,WI,Jackson4,2014,Btk,24BIUx1,-34.3,740,0.84,-1.17,0.38,0.48,0.78,0.42,5.85,1.67,1.42,0.60
117,WI,Jackson5,2014,Btk,24BIUx2,-33.6,61,0.95,0.56,,,,0.37,2.95,,,
118,WI,Jackson6,2014,Btk,24BIUx2,-34.8,39,0.95,0.77,,,,0.24,1.08,,,
119,WI,Lacrosse1,2014,Btk,24BIUx2,-9,140,0.05,0.63,0.43,0.41,0.44,0.79,0.31,0.47,0.49,0.47
120,WI,Lacrosse11,2014,MD,6g,-17.5,10314,0.83,0.76,-0.47,-1.40,-2.51,0.07,0.10,0.64,1.04,1.52
121,WI,Lacrosse12,2014,MD,6g,-9.5,3849,0.91,0.84,0.72,0.56,0.75,0.22,0.39,0.67,1.06,0.61
122,WI,Lacrosse2,2014,Btk,24BIUx2,-19.3,830,0.95,0.75,-0.11,0.55,0.35,0.04,0.21,0.94,0.38,0.55
123,WI,Lafayette1,2014,Btk,24BIUx2,14.7,140,0.83,0.88,1,0.99,0.94,6.92,4.87,0.08,0.51,2.24
124,WI,Lafayette2,2014,Btk,24BIUx2,11.4,1377,1,0.95,0.96,0.77,0.63,0,0.79,0.70,4.06,6.45
125,WI,Polk1,2014,Btk,24BIUx2,103.1,529,1,0.92,0.93,1,1,0.10,1.18,1.14,0,0
126,WI,Polk2,2014,Btk,24BIUx2,98,663,1,1,0.98,1,1,0,0,0.23,0,0
127,WI,Polk3,2014,Btk,24BIUx2,82.2,593,0.86,0.78,0.79,1,1,1.79,1.52,1.44,0,
128,WI,Richland1,2014,Btk-MD,24BIUx1,-7.9,226,1,0.99,0.92,0.89,0.97,0,0.08,1.08,1.39,0.39
129,WI,Richland10,2014,MD,6g,-8.7,10890,0.99,0.92,0.85,0.83,0.93,0.03,0.38,0.72,0.82,0.33
130,WI,Richland2,2014,Btk,24BIUx2,-23.7,1051,0.90,0.92,0.88,0.88,0.91,0.96,0.72,1.11,1.05,0.82
131,WI,Richland3,2014,Btk-MD,24BIUx1,-12.1,261,1,0.97,0.94,0.95,0.98,0.04,0.28,0.65,0.50,0.26
132,WI,Richland4,2014,Btk,24BIUx2,-18.6,342,-0.09,0.57,0.55,0.80,0.63,4.15,1.62,1.72,0.74,1.42
133,WI,Rusk1,2014,Btk,24BIUx2,12.6,688,0.66,0.46,0.30,0.53,0.92,1.13,1.80,2.33,1.56,0.28
134,WI,Rusk10,2014,MD,6g,27,26858,0.92,0.94,0.61,0.62,0.93,0.11,0.09,0.53,0.52,0.10
135,WI,Sawyer1,2014,Btk,24BIUx2,16.1,311,0.74,0.77,0.79,0.89,1,0.78,0.70,0.62,0.33,0
136,WI,Sawyer10,2014,MD,6g,26.2,4971,0.75,0.87,0.68,0.53,1,0.47,0.24,0.59,0.88,0
137,WI,Sawyer11,2014,MD,6g,35.6,956,0.98,1,0.82,0.97,0.67,0.05,0,0.54,0.08,1.01
138,WI,Trempealeau1,2014,Btk,24BIUx2,-11.5,614,0.98,0.78,0.65,0.71,0.49,0.11,1.21,1.92,1.61,2.83
