"OBJECTID.x","ACRES","RANK","TRTCODE","PROGRAM","ID","BLOCKNAME","DOSAGE","LIFESTAGES","PPA","NOTES","STATE","YEAR.x","TREATMENT_","TREAT_ACRE","NLCD_ACRES","PROJECT.x","DATE_TREAT","ACRES_TREA","SECOND_DAT","SECOND_ACR","ARCHIVETRE","DISTANCE","ARCHIVE_DA","OBJECTID.y","PRIORITY_I","RECOMMEND","YEAR.y","PROJECT.y"
"3689","397","0","2","STS","OH_059-01","Fairborn07","25BIUx2","N/A","OH_059","OH_059-01","OH","2007","Btk",397,"310",NA,NA,NA,NA,NA,1.60495232254573,"145586",NA,NA,NA,NA,NA,NA
"3690","1335","4","2","STS","IN_062-01","Hathaway","25BIUx2","> 100","IN_062",NA,"IN","2007","Btk",1335,"663",NA,NA,NA,NA,NA,5.40291371682224,"-17288",NA,NA,NA,NA,NA,NA
"3691","8","0","2","STS","OH_041-05","WestJefferson07d","25BIUx2","N/A","OH_041",NA,"OH","2007","Btk",8,"1",NA,NA,NA,NA,NA,0.033273501124682,"79958",NA,"7573",3.78,"Delimit","2006","STATE"
"3692","62","0","2","STS","OH_041-03","WestJefferson07c","25BIUx2","N/A","OH_041","OH_041-03","OH","2007","Btk",62,"1",NA,NA,NA,NA,NA,0.250260272857233,"81721",NA,"7573",3.78,"Delimit","2006","STATE"
"3693","157","0","2","STS","OH_237-01","Hamden07","25BIUx2","N/A","OH_237",NA,"OH","2007","Btk",157,"107",NA,NA,NA,NA,NA,0.637265025193861,"107408",NA,NA,NA,NA,NA,NA
"3694","34940","0","1","STS","OH_136-05","Springfield07MD","6g","N/A","OH_136",NA,"OH","2007","MD",28000,"17779",NA,NA,NA,NA,NA,141.398293446038,"116752",NA,NA,NA,NA,NA,NA
"3695","1376","5","2","STS","VA_096-02","Rocky Gap core","25BIUx1","N/A","VA_096",NA,"VA","2007","Btk",1376,"1044",NA,NA,NA,NA,NA,5.56718587504497,"-44896",NA,"3251",2.13,"Do Nothing","2006","ACTION"
"3696","389","4","2","STS","VA_060-01","Pulaski","25BIUx1","N/A","VA_060",NA,"VA","2007","Btk",389,"292",NA,NA,NA,NA,NA,1.57333467379178,"-55638",NA,"7821",0,"Do Nothing","2006","MONIT1"
"3697","385","5","2","STS","VA_047-01","Whitmell core","25BIUx1","N/A","VA_047",NA,"VA","2007","Btk",360,"257",NA,NA,NA,NA,NA,1.55771097287673,"5170",NA,NA,NA,NA,NA,NA
"3698","1735","5","1","STS","VA_021-02","John H Kerr Dam","15g","N/A","VA_021",NA,"VA","2007","MD",1575,"910",NA,NA,NA,NA,NA,7.02016123907136,"14193",NA,NA,NA,NA,NA,NA
"3699","525","0","2","STS","OH_136-03","Springfield07a","38BIUx1","N/A","OH_136","OH_136-03","OH","2007","Btk",525,"406",NA,NA,NA,NA,NA,2.12393323766036,"116134",NA,NA,NA,NA,NA,NA
"3700","64","4","2","STS","WI_118-02","Bayfield 8","24BIUx2","2-10","WI_118",NA,"WI","2007","Btk",60,"55",NA,NA,NA,NA,NA,0.258647274513165,"-63831",NA,"3054",1.71,"Do Nothing","2006","ACTION"
"3701","1631","3","1","STS","VA_020-01","Omega","15g","N/A","VA_020",NA,"VA","2007","MD",1500,"978",NA,NA,NA,NA,NA,6.5996407344705,"-7933",NA,NA,NA,NA,NA,NA
"3702","537","3","1","STS","VA_141-01","Bracey","6g","N/A","VA_141",NA,"VA","2007","MD",450,"240",NA,NA,NA,NA,NA,2.17164815588773,"20339",NA,"7540",2.77,"Delimit","2006","ACTION"
"3703","1051","3","1","STS","VA_143-01","South Hill SE","6g","N/A","VA_143",NA,"VA","2007","MD",900,"664",NA,NA,NA,NA,NA,4.25324942940731,"27218",NA,NA,NA,NA,NA,NA
"3704","4063","5","1","STS","VA_182-01","South Hill","6g","N/A","VA_182",NA,"VA","2007","MD",3900,"2160",NA,NA,NA,NA,NA,16.4407925695061,"19526",NA,"2843",2.27,"Do Nothing","2006","ACTION"
"3705","1773","3","1","STS","VA_128-01","Barley","6g","N/A","VA_128",NA,"VA","2007","MD",1700,"1062",NA,NA,NA,NA,NA,7.17664111465416,"45892",NA,NA,NA,NA,NA,NA
"3706","722","5","1","STS","VA_222-01","Bramwell","15g","N/A","VA_222",NA,"VA","2007","MD",650,"508",NA,NA,NA,NA,NA,2.92255578014801,"-25452",NA,NA,NA,NA,NA,NA
"3707","977","1","1","STS","VA_120-01","Baskerville","6g","N/A","VA_120",NA,"VA","2007","MD",800,"471",NA,NA,NA,NA,NA,3.95483626905067,"7491",NA,"7448",0,"Do Nothing","2006","MONIT2"
"3708","2565","4","1","STS","VA_122-01","Nebo","15g","N/A","VA_122",NA,"VA","2007","MD",2200,NA,NA,NA,NA,NA,NA,10.3797569886777,"-6800",NA,NA,NA,NA,NA,NA
"3709","6562","5","1","STS","VA_096-03","Rocky Gap MD","15W","N/A","VA_096",NA,"VA","2007","MD",6500,"4623",NA,NA,NA,NA,NA,26.5556307565284,"-43069",NA,"3251",2.13,"Do Nothing","2006","ACTION"
"3710","453","0","2","STS","VA_096-01","South Gap","25BIUx2","N/A","VA_096",NA,"VA","2007","Btk",400,"295",NA,NA,NA,NA,NA,1.83418735562623,"-43861",NA,"3251",2.13,"Do Nothing","2006","ACTION"
"3711","1434","0","2","STS","VA_058-01","Bland","25BIUx2","N/A","VA_058",NA,"VA","2007","Btk",1200,"893",NA,NA,NA,NA,NA,5.80515516029007,"-42533",NA,NA,NA,NA,NA,NA
"3712","1035","5","1","STS","VA_002-02","Corapeake","15g","N/A","VA_002",NA,"NC","2007","MD",885,"639",NA,NA,NA,NA,NA,4.18716346504859,"65956",NA,NA,NA,NA,NA,NA
"3713","1063","3","2","STS","IL_091-01","Burr Ridge","24BIUx2","N/A","IL_091",NA,"IL","2007","Btk",1062,"848",NA,NA,NA,NA,NA,4.30096859273834,"-13326",NA,NA,NA,NA,NA,NA
"3714","208","1","2","STS","WI_161-01","Rock 2","24BIUx2","> 100","WI_161",NA,"WI","2007","Btk",100,"49",NA,NA,NA,NA,NA,0.843691294195355,"-30474",NA,"7602",2.4,"Delimit","2006","MONIT1"
"3715","233","3","2","STS","WI_162-01","Rock1","24BIUx2","0","WI_162",NA,"WI","2007","Btk",175,"122",NA,NA,NA,NA,NA,0.943152062182199,"-22099",NA,NA,NA,NA,NA,NA
"3716","692","3","2","STS","WI_077-02","Clark 5","24BIUx2","2-10","WI_077",NA,"WI","2007","Btk",225,"46",NA,NA,NA,NA,NA,2.80213690151486,"-80710",NA,"7803",0,"Do Nothing","2006","MONIT1"
"3717","245","0","1","STS","WI_507-01","Iowa 9","6g","0","WI_507",NA,"WI","2007","MD",150,"99",NA,NA,NA,NA,NA,0.989994393545111,"-52290",NA,NA,NA,NA,NA,NA
"3718","3988","3","1","STS","WI_181-01","Ashland 3","6g","0","WI_181",NA,"WI","2007","MD",3985,"3388",NA,NA,NA,NA,NA,16.1397335993302,"-59006",NA,"7628",1.14,"Independent Action","2006","STATE"
"3719","20874","5","1","STS","WI_198-01","Bayfield 3","6g","0","WI_198",NA,"WI","2007","MD",19500,"17017",NA,NA,NA,NA,NA,84.4712952558065,"-47848",NA,"7733",1.33,"Independent Action","2006","ACTION"
"3720","1423","5","2","STS","WI_189-01","Bayfield 5","24BIUx2","2-10","WI_189",NA,"WI","2007","Btk",1425,"1233",NA,NA,NA,NA,NA,5.75746361890836,"-55240",NA,"7277",1.3,"Independent Action","2006","STATE"
"3721","15","3","2","STS","IL_016-01","Yale Bridge","24BIUx2","N/A","IL_016",NA,"IL","2007","Btk",15,"5",NA,NA,NA,NA,NA,0.061571401393392,"-23273",NA,NA,NA,NA,NA,NA
"3722","9494","4","1","STS","IN_062-05","Cedarville MD","15g","N/A","IN_062",NA,"IN","2007","MD",4750,"3481",NA,NA,NA,NA,NA,38.4198419098136,"-13088",NA,NA,NA,NA,NA,NA
"3723","26","2","2","STS","IN_215-01","CR9 & 36","25BIUx2","2-10","IN_215",NA,"IN","2007","Btk",26,"4",NA,NA,NA,NA,NA,0.106380013491809,"-23547",NA,NA,NA,NA,NA,NA
"3724","1398","4","2","STS","IN_062-02","Coldwater","25BIUx2","> 100","IN_062",NA,"IN","2007","Btk",1401,"1016",NA,NA,NA,NA,NA,5.65607256103997,"-13755",NA,NA,NA,NA,NA,NA
"3725","1520","0","2","Eradication","OH_123-01","Cincinnati-Delhi07","25BIUx2","N/A","OH_123","OH_123-01","OH","2007","Btk",0,"1172",NA,NA,NA,NA,NA,6.15178180200653,"220411",NA,NA,NA,NA,NA,NA
"3726","1146","4","2","STS","IN_062-03","Parkridge Smith","25BIUx2","> 100","IN_062",NA,"IN","2007","Btk",1157,"911",NA,NA,NA,NA,NA,4.63908660047247,"-10720",NA,NA,NA,NA,NA,NA
"3727","62","0","1","STS","VA_504-03","F1","6g","N/A","VA_504",NA,"VA","2007","MD",62,"46",NA,NA,NA,NA,NA,0.249713733654593,"-151238",NA,NA,NA,NA,NA,NA
"3728","600","0","2","STS","IN_557-01","Maplecrest","25BIUx2","> 100","IN_557",NA,"IN","2007","Btk",614,"477",NA,NA,NA,NA,NA,2.42833299131222,"-2060",NA,NA,NA,NA,NA,NA
"3729","62","0","1","STS","VA_504-05","F2","6g","N/A","VA_504",NA,"VA","2007","MD",62,"46",NA,NA,NA,NA,NA,0.250054274988593,"-146529",NA,NA,NA,NA,NA,NA
"3730","2431","0","2","STS","OH_022-01","Bainbridge07","38BIUx1","N/A","OH_022","OH_022-01","OH","2007","Btk",2431,"1495",NA,NA,NA,NA,NA,9.83969047311736,"137299",NA,"7739",2.46,"Delimit","2006","ACTION"
