id,State,Blockname,TreatYear,Treatment,Dosage,DistanceKm,Acres,T,T1,T2,T3,T4,C,C1,C2,C3,C4
71,VA,VA_Bracey_1,2015,MD,6g,22,2859,0.98,0.99,1,0.52,,0.30,0.20,0,7.16,
72,VA,VA_Broadford_1,2015,MD,15g,19.7,10917,0.99,0.98,0.98,0.76,,0.12,0.31,0.40,4.10,
73,VA,VA_Broadford_2,2015,MD,6g,17.8,9915,0.95,0.94,0.87,0.67,,0.31,0.40,0.91,2.28,
74,VA,VA_Broadford_3,2015,MD,6g,22.3,1809,0.98,0.97,0.99,0.94,,0.33,0.44,0.09,0.92,
75,VA,VA_Brushy Mountain_1,2015,MD,15g,-12.8,3884,0.79,0.92,0.75,0.61,,0.50,0.20,0.61,0.93,
76,VA,VA_Cedar Springs_1,2015,MD,6g,-0.3,3080,0.71,0.98,0.99,0.85,,1.66,0.10,0.06,0.86,
77,VA,VA_Cluster Springs_1,2015,MD,6g,3.7,16919,0.92,0.95,0.97,0.96,,0.12,0.09,0.05,0.07,
78,VA,VA_Cripple Creek_1,2015,MD,6g,-22.2,15327,0.99,0.96,0.88,0.95,,0.12,0.36,1.12,0.44,
79,VA,VA_Cripple Creek_2,2015,MD,15g,-18.5,6183,1,1,0.97,0.99,,0.18,0.17,1.28,0.39,
80,VA,VA_FalseCape_1,2015,MD,6g,64.3,2255,0.08,0.44,-0.99,0.26,,4.20,2.57,9.09,3.37,
81,VA,VA_Tazewell North_1,2015,MD,6g,-2,3073,0.98,0.95,1,0.94,,0.03,0.11,0,0.12,
82,WI,Barron1,2015,Btk,24BIUx2,60.8,398,0.99,0.97,1,0.99,,0.13,0.53,0,0.22,
83,WI,Barron11,2015,MD,6g,26.9,26838,0.94,0.88,0.86,0.03,,0.12,0.25,0.30,2.12,
84,WI,Barron2,2015,Btk-MD,24BIUx2,27.5,64,0.99,0.77,0.96,0.97,,0.05,1.40,0.24,0.16,
85,WI,Bayfield1,2015,Btk,24BIUx1,-5.5,275,0.68,0.64,0.76,0.70,,1.40,1.61,1.07,1.34,
86,WI,Bayfield2,2015,Btk,24BIUx1,-3.7,159,0.58,0.59,0.73,0.57,,1.21,1.18,0.78,1.24,
87,WI,Buffalo1,2015,Btk,24BIUx2,7.8,552,0.98,1,1,1,,1.49,0.25,0.05,0.07,
88,WI,Burnett1,2015,Btk,24BIUx2,82.3,206,1,1,0.99,0.98,,0.11,0.20,0.82,1.55,
89,WI,Chippewa1,2015,Btk,24BIUx2,6.2,231,0.40,0.97,0.92,0.98,,6.99,0.39,0.99,0.28,
90,WI,Chippewa2,2015,Btk,24BIUx2,-5.9,165,0.82,0.92,0.77,0.93,,0.80,0.35,1.05,0.33,
91,WI,Chippewa3,2015,Btk,24BIUx1,-10.3,198,0.62,0.67,0.86,0.62,,0.95,0.83,0.36,0.96,
92,WI,Chippewa4,2015,Btk-MD,24BIUx1,24.4,259,0.89,0.99,0.89,0.51,,0.63,0.04,0.66,2.90,
93,WI,Chippewa5,2015,Btk,24BIUx2,-23,111,0.88,0.55,0.86,0.76,,0.28,1.05,0.34,0.56,
94,WI,Crawford1,2015,Btk,24BIUx2,32,282,0.98,1,0.99,1,,0.84,0.26,0.41,0.13,
95,WI,Crawford10,2015,MD,6g,12.9,2494,0.99,0.97,0.99,1,,0.25,1.32,0.60,0.21,
96,WI,Crawford2,2015,Btk,24BIUx2,-9.2,224,0.97,1,0.99,1,,1.05,0.05,0.39,0.15,
97,WI,Douglas1,2015,Btk,24BIUx2,28.9,65,0.56,0.97,0.99,0.98,,15.81,1.12,0.35,0.84,
98,WI,Douglas11,2015,MD,6g,22.4,14875,1,0.96,0.70,0.93,,0.01,0.12,0.83,0.20,
99,WI,Douglas2,2015,MD,6g,9.1,171,0.81,0.51,-0.10,0.40,,0.08,0.20,0.44,0.24,
100,WI,Douglas3,2015,Btk,24BIUx1,3.5,595,0.22,0.94,0.75,0.70,,0.90,0.07,0.29,0.34,
101,WI,Douglas4,2015,Btk,24BIUx2,5.1,473,0.32,0.92,0.87,0.96,,0.92,0.11,0.17,0.06,
102,WI,Douglas5,2015,Btk,24BIUx2,5.4,228,0.28,0.87,0.93,0.83,,1.18,0.20,0.11,0.27,
103,WI,Dunn1,2015,Btk-MD,24BIUx1,29.4,311,1,0.99,0.98,0.92,,0.04,0.09,0.21,0.89,
104,WI,Dunn11,2015,MD,6g,31.1,14761,0.98,0.98,0.91,0.91,,0.18,0.20,0.78,0.84,
105,WI,Dunn12,2015,MD,6g,30.3,28574,0.94,0.59,0.72,0.38,,0.18,1.31,0.90,1.98,
106,WI,Dunn2,2015,Btk-MD,24BIUx1,25.6,209,0.99,0.54,0.97,1,,0.13,5.32,0.37,0.05,
107,WI,Dunn3,2015,Btk,24BIUx2,43.9,461,0.97,0.99,0.98,1,,0.35,0.07,0.17,0,
108,WI,Dunn4,2015,Btk-MD,24BIUx2,30.3,515,1,1,0.99,0.99,,0.05,0.03,0.43,1.16,
109,WI,EauClaire1,2015,Btk,24BIUx2,7.4,331,0.95,0.89,0.88,0.98,,0.43,0.98,1.02,0.16,
110,WI,EauClaire12,2015,MD,6g,-20.7,39696,0.92,0.92,0.61,0.72,,0.23,0.24,1.19,0.85,
111,WI,EauClaire15,2015,MD,6g,1.3,4033,0.90,0.90,0.84,0.87,,0.50,0.48,0.80,0.64,
112,WI,EauClaire2,2015,NPV-MD,5x10^11,-25.6,119,0.99,0.98,0.71,,,0.07,0.19,2.27,,
113,WI,EauClaire21,2015,Btk,24BIUx2,-6.5,231,0.90,0.92,0.92,0.96,,0.64,0.52,0.53,0.24,
114,WI,EauClaire22,2015,Btk-MD,24BIUx1,2.3,216,0.97,0.96,0.92,0.93,,0.60,0.73,1.33,1.16,
115,WI,EauClaire3,2015,NPV-MD,5x10^11,-26.2,185,0.98,0.99,0.72,0.80,,0.17,0.12,2.42,1.71,
116,WI,EauClaire4,2015,NPV-MD,5x10^11,-28.1,228,0.91,0.99,,,,0.56,0.03,,,
117,WI,EauClaire5,2015,NPV,5x10^12,-32.6,274,0.20,0.86,0.88,,,3.71,0.64,0.58,,
118,WI,EauClaire6,2015,Btk,24BIUx2,-33.1,192,0.75,,0.70,,,0.79,,0.96,,
119,WI,EauClaire7,2015,NPV,5x10^11,-36,117,0.57,,0.36,,,1.20,,1.78,,
120,WI,Green1,2015,Btk,24BIUx2,-33.4,204,0.79,0.97,0.97,0.94,,4.87,0.79,0.67,1.29,
121,WI,Green2,2015,Btk,24BIUx2,-41.7,143,0.71,0.71,0.50,,,1.43,1.46,2.50,,
122,WI,Green3,2015,Btk,24BIUx2,-31.1,107,0.66,0.42,0.86,0.80,,1.29,2.17,0.52,0.74,
123,WI,Green4,2015,Btk,24BIUx2,-37,134,0.52,0.60,,0.79,,1.20,1.01,,0.53,
124,WI,Green5,2015,Btk,24BIUx2,-18.4,122,0.90,0.89,0.90,0.93,,1.25,1.37,1.24,0.88,
125,WI,LaCrosse1,2015,Btk,24BIUx2,-22.7,149,-0.21,-6.08,,,,0.21,1.21,,,
126,WI,LaCrosse2,2015,Btk,24BIUx2,-19.2,92,0.70,-1.22,-0.21,-0.75,,0.13,0.92,0.50,0.73,
127,WI,LaCrosse3,2015,Btk,24BIUx2,-12.1,187,0.55,0.99,0.91,0.96,,3.46,0.10,0.72,0.34,
128,WI,LaCrosse4,2015,Btk,24BIUx2,-3.7,185,0.96,0.95,0.95,0.91,,0.41,0.49,0.48,0.92,
129,WI,Lafayette1,2015,Btk,24BIUx2,16.1,187,0.87,0.97,0.99,0.94,,6.61,1.36,0.71,2.88,
130,WI,Lafayette2,2015,Btk,24BIUx2,-16,288,0.96,0.97,0.99,0.99,,1.48,1.15,0.58,0.31,
131,WI,Monroe1,2015,Btk,24BIUx2,-18.3,286,0.92,0.97,0.95,,,1.62,0.54,1.07,,
132,WI,Polk1,2015,Btk,24BIUx2,103.5,334,1,0.92,1,1,,0.19,6.91,0,0,
133,WI,Richland1,2015,Btk,24BIUx1,-21.5,126,0.50,0.54,0.71,0.59,,1.13,1.04,0.65,0.93,
134,WI,Richland10,2015,MD,6g,-24.7,11676,0.82,0.95,0.80,0.69,,0.49,0.14,0.53,0.84,
135,WI,Richland11,2015,Btk-MD,24BIUx1,-27.9,84,0.89,0.98,0.97,,,0.70,0.13,0.17,,
136,WI,Richland12,2015,Btk-MD,24BIUx1,-27.1,74,0.94,0.97,0.95,0.90,,0.34,0.15,0.26,0.59,
137,WI,Richland13,2015,Btk-MD,24BIUx1,-25.2,62,0.88,0.96,,0.87,,0.54,0.17,,0.63,
138,WI,Richland14,2015,Btk-MD,24BIUx1,-26.1,141,0.93,0.97,0.93,0.91,,0.64,0.24,0.63,0.77,
139,WI,Richland15,2015,Btk-MD,24BIUx1,-22.9,98,0.91,0.99,0.92,,,0.43,0.04,0.41,,
140,WI,Richland16,2015,Btk,24BIUx2,-15.6,145,0.73,0.84,0.89,0.92,,1.31,0.76,0.56,0.40,
141,WI,Richland2,2015,Btk,24BIUx2,-23.8,162,0.98,0.81,,0.93,,0.11,1.18,,0.46,
142,WI,Richland3,2015,Btk,24BIUx2,-18.7,98,0.84,0.74,0.82,0.77,,0.80,1.25,0.86,1.14,
143,WI,Richland4,2015,Btk,24BIUx2,-24.2,180,0.95,0.85,0.85,,,0.32,0.94,0.94,,
144,WI,Richland5,2015,Btk,24BIUx2,-20.5,98,0.97,0.85,0.89,,,0.34,1.54,1.12,,
145,WI,Richland6,2015,Btk,24BIUx1,-25.5,177,0.79,0.82,0.84,0.83,,1.19,1.01,0.90,0.99,
146,WI,Richland7,2015,Btk-MD,24BIUx1,-25.5,103,,0.96,,0.66,,,0.15,,1.22,
147,WI,Richland8,2015,Btk-MD,24BIUx1,-27.5,103,0.85,0.98,0.97,0.83,,0.82,0.12,0.19,0.98,
148,WI,Richland9,2015,Btk-MD,24BIUx1,-28.5,103,0.85,0.97,,0.86,,0.90,0.17,,0.87,
149,WI,Rock1,2015,Btk,24BIUx2,-36.6,201,0.56,,0.94,0.83,,5.24,,0.72,1.96,
150,WI,Rock11,2015,MD,6g,-28.8,9996,0.98,0.90,0.69,0.75,,0.18,0.73,2.23,1.81,
151,WI,Rock2,2015,Btk-MD,24BIUx2,-30.7,298,0.99,0.97,0.88,0.91,,0.17,0.73,3.15,2.33,
152,WI,Rock3,2015,Btk-MD,24BIUx2,-27.3,190,1,0.97,0.94,,,0.09,0.97,1.73,,
153,WI,Rock4,2015,Btk,24BIUx2,-39.9,136,0.86,0.86,0.88,,,0.98,0.98,0.80,,
154,WI,Rock5,2015,Btk-MD,24BIUx2,-31.2,122,1,0.97,0.86,,,0.11,1.10,4.45,,
155,WI,Rusk1,2015,Btk-MD,24BIUx1,19.1,170,1,1,0.95,0.97,,0.06,0.01,0.69,0.36,
156,WI,Rusk11,2015,MD,6g,21.3,26550,0.95,0.92,0.83,0.69,,0.13,0.20,0.46,0.82,
157,WI,Rusk12,2015,MD,6g,22.9,1060,0.96,0.99,0.91,0.90,,0.12,0.04,0.30,0.33,
158,WI,Sawyer12,2015,MD,6g,2.7,6516,0.84,0.81,0.91,0.98,,0.25,0.31,0.14,0.04,
159,WI,Sawyer13,2015,MD,6g,5,13464,0.94,0.94,0.81,0.85,,0.11,0.12,0.35,0.27,
160,WI,Trempealeau1,2015,Btk,24BIUx2,-4,430,0.94,0.94,0.82,0.92,,0.47,0.44,1.35,0.61,
161,WI,Trempealeau10,2015,Btk,24BIUx2,-18.1,217,0.88,0.93,0.94,0.89,,0.87,0.53,0.41,0.79,
162,WI,Trempealeau11,2015,MD,6g,-14.1,19596,0.91,0.86,0.86,0.70,,0.14,0.21,0.22,0.45,
163,WI,Trempealeau17,2015,MD,6g,-11.4,4323,0.95,0.94,0.81,0.89,,0.10,0.12,0.39,0.23,
164,WI,Trempealeau2,2015,Btk,24BIUx2,-2.9,258,0.94,0.90,0.76,0.93,,0.33,0.52,1.24,0.35,
165,WI,Trempealeau3,2015,Btk,24BIUx2,1.2,267,0.78,0.87,0.74,0.83,,0.68,0.39,0.78,0.51,
166,WI,Trempealeau4,2015,Btk,24BIUx2,-15.3,135,0.88,0.85,0.82,0.90,,1.02,1.28,1.53,0.85,
167,WI,Trempealeau5,2015,Btk,24BIUx2,-14.7,281,0.87,0.92,0.82,0.92,,0.70,0.47,0.98,0.46,
168,WI,Trempealeau6,2015,Btk,24BIUx2,-22.7,630,0.91,0.73,0.83,0.64,,0.40,1.16,0.74,1.56,
169,WI,Trempealeau7,2015,Btk-MD,24BIUx2,-15.6,123,0.99,0.98,0.97,0.98,,0.04,0.11,0.13,0.07,
170,WI,Trempealeau8,2015,Btk,24BIUx2,-21.5,98,0.93,0.88,0.36,0.78,,0.19,0.34,1.80,0.63,
171,WI,Trempealeau9,2015,Btk,24BIUx2,-20.2,863,0.88,0.90,0.62,0.78,,0.41,0.32,1.31,0.76,
172,WI,Vernon1,2015,Btk,24BIUx2,-6.5,162,0.81,0.99,0.96,0.98,,4.21,0.27,0.84,0.42,
173,WI,Vernon11,2015,MD,6g,-28,8504,0.84,0.90,0.28,-0.82,,0.38,0.25,1.71,4.36,
174,WI,Vernon12,2015,MD,6g,-16,2579,0.83,0.72,0.22,0.91,,0.18,0.29,0.83,0.09,
175,WI,Vernon13,2015,MD,6g,-7.8,3079,0.94,0.83,0.49,0.91,,0.09,0.26,0.78,0.14,
176,WI,Vernon2,2015,Btk,24BIUx2,-10.7,196,0.96,0.95,0.94,0.96,,0.26,0.36,0.43,0.33,
177,WI,Vernon3,2015,Btk,24BIUx1,-29.1,286,0.90,0.44,0.46,0.68,,0.18,0.99,0.95,0.57,
178,WI,Vernon4,2015,Btk,24BIUx1,-33.7,211,0.97,0.59,0.51,,,0.04,0.57,0.68,,
179,WI,Vernon7,2015,Btk,24BIUx2,-23.1,610,0.95,0.94,0.88,0.21,,0.79,1.03,1.98,12.78,
180,WI,Vernon8,2015,Btk,24BIUx2,-28.3,226,0.84,0.89,0.75,0.93,,1.21,0.85,1.91,0.54,
181,WI,Washburn1,2015,Btk,24BIUx2,64.5,196,0.97,0.98,0.99,0.99,,1.27,0.91,0.54,0.43,
182,WI,Washburn2,2015,Btk,24BIUx2,43.3,308,1,0.97,0.99,0.89,,0,0.85,0.17,3.21,
